#############################################################################
# Project CNPq: Increasing PHC with team sizing
# Author: João Flávio de Freitas Almeida <joao.flavio@dep.ufmg.br>
# LEPOINT: Laboratório de Estudos em Planejamento de Operações Integradas
# Departamento de Engenharia de Produção
# Universidade Federal de Minas Gerais - Escola de Engenharia
#############################################################################
# Health Care Facility Location Problem: Considering fixed facilities,
# choose intermediate facilities according a criteria that improve service
# quality. Consider health care teams.
#############################################################################
# glpsol -m aps.mod -d LS.dat --cuts

#############################################################################
# DADOS REFERENTES AO MUNICIPIO DE: 
# Belo Horizonte 
#############################################################################
data;
# Distance matrix between same-level facilities (for team transfer) 
# {EL[1], L[1]} default 0; # Distance between L1 facilities (min)  
param DL1 := 
3106200024155 3106200022772 1894 
3106200024155 3106200023388 4096 
3106200024155 3106200024155 0 
3106200024155 3106200024139 986 
3106200024155 3106200024104 3895 
3106200024155 3106200024147 2471 
3106200024155 3106200024120 4576 
3106200024155 3106202695766 4172 
3106200024155 3106207772106 3849 
3106200024155 3106200024163 1361 
3106200024155 3106200024090 3934 
3106200024155 3106203002446 7144 
3106200024155 3106200022950 8380 
3106200024155 3106200023000 8864 
3106200024155 3106200022993 5741 
3106200024155 3106200022853 5713 
3106200024155 3106200022861 9024 
3106200024155 3106200022926 5898 
3106200024155 3106200022969 8013 
3106200024155 3106200022888 6675 
3106200024155 3106200022845 8925 
3106200024155 3106200022896 8808 
3106200024155 3106200023183 7417 
3106200024155 3106200023175 8849 
3106200024155 3106200023191 9687 
3106200024155 3106200023167 8576 
3106200024155 3106202695731 7011 
3106200024155 3106200023205 8758 
3106200024155 3106200023108 10501 
3106200024155 3106200023086 9465 
3106200024155 3106200023868 6438 
3106200024155 3106202695448 6492 
3106200024155 3106200023906 8105 
3106200024155 3106200023884 9291 
3106200024155 3106202695774 7809 
3106200024155 3106200023825 7443 
3106200024155 3106200024015 5467 
3106200024155 3106203451658 5088 
3106200024155 3106202695464 6105 
3106200024155 3106200023841 7642 
3106200024155 3106200023914 6740 
3106200024155 3106200023965 9179 
3106200024155 3106200023957 5764 
3106200024155 3106200024171 5442 
3106200024155 3106200555142 9995 
3106200024155 3106202695499 12523 
3106200024155 3106200023434 3843 
3106200024155 3106200023760 3843 
3106200024155 3106200023442 3186 
3106200024155 3106200023736 2775 
3106200024155 3106203286401 3054 
3106200024155 3106200023396 5485 
3106200024155 3106200023337 1409 
3106200024155 3106200023418 4238 
3106200024155 3106200023469 5400 
3106200024155 3106200023361 6362 
3106200024155 3106200023930 6362 
3106200024155 3106209077324 7815 
3106200024155 3106202695472 7510 
3106200024155 3106202695480 3232 
3106200024155 3106200023345 2176 
3106200024155 3106200023450 2309 
3106200024155 3106200023426 4901 
3106200024155 3106200023558 10713 
3106200024155 3106200023531 10372 
3106200024155 3106200023507 9579 
3106200024155 3106200024023 10335 
3106200024155 3106207995369 8708 
3106200024155 3106200024007 8708 
3106200024155 3106200023892 7973 
3106200024155 3106202708310 9071 
3106200024155 3106205618312 11481 
3106200024155 3106200023477 10725 
3106200024155 3106200023485 11456 
3106200024155 3106200023493 10897 
3106200024155 3106200022632 7762 
3106200024155 3106200022624 8272 
3106200024155 3106200022705 9964 
3106200024155 3106200022713 10795 
3106200024155 3106200022659 5923 
3106200024155 3106200022640 5923 
3106200024155 3106200022586 5766 
3106200024155 3106203232271 11157 
3106200024155 3106200022608 11217 
3106200024155 3106200022748 9280 
3106200024155 3106200022756 5895 
3106200024155 3106203015998 5457 
3106200024155 3106203008525 10733 
3106200024155 3106200022543 10668 
3106200024155 3106200022675 4947 
3106200024155 3106200022578 6980 
3106200024155 3106200022616 8414 
3106200024155 3106200023043 13982 
3106200024155 3106200023035 15550 
3106200024155 3106200023132 15605 
3106200024155 3106205432243 12780 
3106200024155 3106200023140 10448 
3106200024155 3106200023094 10962 
3106200024155 3106202820609 12905 
3106200024155 3106204908732 13472 
3106200024155 3106200023159 13364 
3106200024155 3106200023787 14508 
3106200024155 3106200023248 14298 
3106200024155 3106205219175 14917 
3106200024155 3106200023795 13693 
3106200024155 3106200023256 13059 
3106200024155 3106200023264 12995 
3106200024155 3106202695456 14599 
3106200024155 3106205866383 13758 
3106200024155 3106200023728 11007 
3106200024155 3106200023213 12002 
3106200024155 3106200023817 14214 
3106200024155 3106209166718 16002 
3106200024155 3106200023701 16671 
3106200024155 3106200023779 16505 
3106200024155 3106202695421 13293 
3106200024155 3106200023221 12296 
3106200024155 3106200023515 13713 
3106200024155 3106200023744 16147 
3106200024155 3106200023655 17992 
3106200024155 3106209166793 14971 
3106200024155 3106200023671 14543 
3106200024155 3106203411451 14021 
3106200024155 3106200023604 15661 
3106200024155 3106200023639 18600 
3106200024155 3106200023663 17677 
3106200024155 3106200023574 17559 
3106200024155 3106200023647 16586 
3106200024155 3106206368379 15927 
3106200024155 3106200023620 17704 
3106200024155 3106200023698 16977 
3106200024155 3106200023019 15397 
3106200024155 3106200023612 15341 
3106200024155 3106205471532 18600 
3106200024155 3106200023590 15266 
3106200024155 3106203426637 16685 
3106200024139 3106200022772 1128 
3106200024139 3106200023388 3111 
3106200024139 3106200024155 986 
3106200024139 3106200024139 0 
3106200024139 3106200024104 3290 
3106200024139 3106200024147 1736 
3106200024139 3106200024120 3832 
3106200024139 3106202695766 3305 
3106200024139 3106207772106 2863 
3106200024139 3106200024163 1074 
3106200024139 3106200024090 3043 
3106200024139 3106203002446 6395 
3106200024139 3106200022950 7592 
3106200024139 3106200023000 7957 
3106200024139 3106200022993 4980 
3106200024139 3106200022853 5186 
3106200024139 3106200022861 8343 
3106200024139 3106200022926 4919 
3106200024139 3106200022969 7130 
3106200024139 3106200022888 5792 
3106200024139 3106200022845 7988 
3106200024139 3106200022896 8115 
3106200024139 3106200023183 6438 
3106200024139 3106200023175 7882 
3106200024139 3106200023191 8709 
3106200024139 3106200023167 7590 
3106200024139 3106202695731 6027 
3106200024139 3106200023205 7783 
3106200024139 3106200023108 9517 
3106200024139 3106200023086 8484 
3106200024139 3106200023868 6089 
3106200024139 3106202695448 6277 
3106200024139 3106200023906 7687 
3106200024139 3106200023884 8826 
3106200024139 3106202695774 6892 
3106200024139 3106200023825 6509 
3106200024139 3106200024015 4496 
3106200024139 3106203451658 4255 
3106200024139 3106202695464 5570 
3106200024139 3106200023841 7194 
3106200024139 3106200023914 6035 
3106200024139 3106200023965 8836 
3106200024139 3106200023957 4815 
3106200024139 3106200024171 4898 
3106200024139 3106200555142 9556 
3106200024139 3106202695499 11572 
3106200024139 3106200023434 4212 
3106200024139 3106200023760 4212 
3106200024139 3106200023442 3149 
3106200024139 3106200023736 2876 
3106200024139 3106203286401 3731 
3106200024139 3106200023396 5697 
3106200024139 3106200023337 1739 
3106200024139 3106200023418 4331 
3106200024139 3106200023469 5599 
3106200024139 3106200023361 6441 
3106200024139 3106200023930 6441 
3106200024139 3106209077324 7790 
3106200024139 3106202695472 7490 
3106200024139 3106202695480 3713 
3106200024139 3106200023345 2902 
3106200024139 3106200023450 1952 
3106200024139 3106200023426 5320 
3106200024139 3106200023558 10046 
3106200024139 3106200023531 9407 
3106200024139 3106200023507 8617 
3106200024139 3106200024023 9750 
3106200024139 3106207995369 8145 
3106200024139 3106200024007 8145 
3106200024139 3106200023892 7211 
3106200024139 3106202708310 8323 
3106200024139 3106205618312 10535 
3106200024139 3106200023477 9904 
3106200024139 3106200023485 10733 
3106200024139 3106200023493 10087 
3106200024139 3106200022632 8514 
3106200024139 3106200022624 9107 
3106200024139 3106200022705 10626 
3106200024139 3106200022713 11590 
3106200024139 3106200022659 6421 
3106200024139 3106200022640 6421 
3106200024139 3106200022586 6400 
3106200024139 3106203232271 11646 
3106200024139 3106200022608 11758 
3106200024139 3106200022748 9981 
3106200024139 3106200022756 6725 
3106200024139 3106203015998 6271 
3106200024139 3106203008525 11507 
3106200024139 3106200022543 11145 
3106200024139 3106200022675 5914 
3106200024139 3106200022578 7727 
3106200024139 3106200022616 9043 
3106200024139 3106200023043 13007 
3106200024139 3106200023035 14588 
3106200024139 3106200023132 14624 
3106200024139 3106205432243 11855 
3106200024139 3106200023140 9491 
3106200024139 3106200023094 9978 
3106200024139 3106202820609 11930 
3106200024139 3106204908732 12529 
3106200024139 3106200023159 12408 
3106200024139 3106200023787 13526 
3106200024139 3106200023248 13315 
3106200024139 3106205219175 13936 
3106200024139 3106200023795 12707 
3106200024139 3106200023256 12073 
3106200024139 3106200023264 12022 
3106200024139 3106202695456 13614 
3106200024139 3106205866383 12779 
3106200024139 3106200023728 10021 
3106200024139 3106200023213 11023 
3106200024139 3106200023817 13256 
3106200024139 3106209166718 15023 
3106200024139 3106200023701 15705 
3106200024139 3106200023779 15529 
3106200024139 3106202695421 12312 
3106200024139 3106200023221 11310 
3106200024139 3106200023515 12803 
3106200024139 3106200023744 15255 
3106200024139 3106200023655 17085 
3106200024139 3106209166793 14061 
3106200024139 3106200023671 13653 
3106200024139 3106203411451 13169 
3106200024139 3106200023604 14865 
3106200024139 3106200023639 17678 
3106200024139 3106200023663 16748 
3106200024139 3106200023574 16609 
3106200024139 3106200023647 15638 
3106200024139 3106206368379 14988 
3106200024139 3106200023620 16837 
3106200024139 3106200023698 16141 
3106200024139 3106200023019 14439 
3106200024139 3106200023612 14473 
3106200024139 3106205471532 17678 
3106200024139 3106200023590 14332 
3106200024139 3106203426637 15825 
3106200024104 3106200022772 2170 
3106200024104 3106200023388 3007 
3106200024104 3106200024155 3895 
3106200024104 3106200024139 3290 
3106200024104 3106200024104 0 
3106200024104 3106200024147 1580 
3106200024104 3106200024120 967 
3106200024104 3106202695766 1507 
3106200024104 3106207772106 2942 
3106200024104 3106200024163 4294 
3106200024104 3106200024090 4393 
3106200024104 3106203002446 3336 
3106200024104 3106200022950 4623 
3106200024104 3106200023000 5551 
3106200024104 3106200022993 2018 
3106200024104 3106200022853 1912 
3106200024104 3106200022861 5134 
3106200024104 3106200022926 3847 
3106200024104 3106200022969 4611 
3106200024104 3106200022888 3383 
3106200024104 3106200022845 5829 
3106200024104 3106200022896 4923 
3106200024104 3106200023183 5914 
3106200024104 3106200023175 7464 
3106200024104 3106200023191 7103 
3106200024104 3106200023167 6495 
3106200024104 3106202695731 5374 
3106200024104 3106200023205 6169 
3106200024104 3106200023108 8096 
3106200024104 3106200023086 7661 
3106200024104 3106200023868 8651 
3106200024104 3106202695448 9059 
3106200024104 3106200023906 10012 
3106200024104 3106200023884 10984 
3106200024104 3106202695774 7194 
3106200024104 3106200023825 6705 
3106200024104 3106200024015 4542 
3106200024104 3106203451658 5578 
3106200024104 3106202695464 7756 
3106200024104 3106200023841 9477 
3106200024104 3106200023914 7637 
3106200024104 3106200023965 11281 
3106200024104 3106200023957 5136 
3106200024104 3106200024171 7131 
3106200024104 3106200555142 11752 
3106200024104 3106202695499 11157 
3106200024104 3106200023434 7500 
3106200024104 3106200023760 7500 
3106200024104 3106200023442 6294 
3106200024104 3106200023736 6110 
3106200024104 3106203286401 6937 
3106200024104 3106200023396 8925 
3106200024104 3106200023337 5026 
3106200024104 3106200023418 7515 
3106200024104 3106200023469 8822 
3106200024104 3106200023361 9566 
3106200024104 3106200023930 9566 
3106200024104 3106209077324 10783 
3106200024104 3106202695472 10496 
3106200024104 3106202695480 6998 
3106200024104 3106200023345 6067 
3106200024104 3106200023450 4954 
3106200024104 3106200023426 8610 
3106200024104 3106200023558 11502 
3106200024104 3106200023531 8890 
3106200024104 3106200023507 8217 
3106200024104 3106200024023 11511 
3106200024104 3106207995369 10061 
3106200024104 3106200024007 10061 
3106200024104 3106200023892 8456 
3106200024104 3106202708310 9538 
3106200024104 3106205618312 10233 
3106200024104 3106200023477 10644 
3106200024104 3106200023485 11924 
3106200024104 3106200023493 10877 
3106200024104 3106200022632 11652 
3106200024104 3106200022624 12108 
3106200024104 3106200022705 13854 
3106200024104 3106200022713 14660 
3106200024104 3106200022659 9709 
3106200024104 3106200022640 9709 
3106200024104 3106200022586 9641 
3106200024104 3106203232271 14936 
3106200024104 3106200022608 15043 
3106200024104 3106200022748 13175 
3106200024104 3106200022756 9748 
3106200024104 3106203015998 9325 
3106200024104 3106203008525 14611 
3106200024104 3106200022543 14435 
3106200024104 3106200022675 8465 
3106200024104 3106200022578 10872 
3106200024104 3106200022616 12291 
3106200024104 3106200023043 11179 
3106200024104 3106200023035 12513 
3106200024104 3106200023132 12890 
3106200024104 3106205432243 9461 
3106200024104 3106200023140 7482 
3106200024104 3106200023094 8481 
3106200024104 3106202820609 10129 
3106200024104 3106204908732 10281 
3106200024104 3106200023159 10297 
3106200024104 3106200023787 12452 
3106200024104 3106200023248 12192 
3106200024104 3106205219175 12852 
3106200024104 3106200023795 11420 
3106200024104 3106200023256 10820 
3106200024104 3106200023264 11234 
3106200024104 3106202695456 12063 
3106200024104 3106205866383 11047 
3106200024104 3106200023728 8864 
3106200024104 3106200023213 10131 
3106200024104 3106200023817 12678 
3106200024104 3106209166718 14008 
3106200024104 3106200023701 14933 
3106200024104 3106200023779 14554 
3106200024104 3106202695421 11321 
3106200024104 3106200023221 10054 
3106200024104 3106200023515 12778 
3106200024104 3106200023744 15303 
3106200024104 3106200023655 16961 
3106200024104 3106209166793 13997 
3106200024104 3106200023671 13766 
3106200024104 3106203411451 13571 
3106200024104 3106200023604 15551 
3106200024104 3106200023639 17406 
3106200024104 3106200023663 16430 
3106200024104 3106200023574 16053 
3106200024104 3106200023647 15131 
3106200024104 3106206368379 14604 
3106200024104 3106200023620 17036 
3106200024104 3106200023698 16562 
3106200024104 3106200023019 13836 
3106200024104 3106200023612 14723 
3106200024104 3106205471532 17406 
3106200024104 3106200023590 14027 
3106200024104 3106203426637 16095 
3106200024147 3106200022772 608 
3106200024147 3106200023388 2368 
3106200024147 3106200024155 2471 
3106200024147 3106200024139 1736 
3106200024147 3106200024104 1580 
3106200024147 3106200024147 0 
3106200024147 3106200024120 2113 
3106200024147 3106202695766 1766 
3106200024147 3106207772106 2187 
3106200024147 3106200024163 2714 
3106200024147 3106200024090 3254 
3106200024147 3106203002446 4684 
3106200024147 3106200022950 5910 
3106200024147 3106200023000 6462 
3106200024147 3106200022993 3274 
3106200024147 3106200022853 3492 
3106200024147 3106200022861 6610 
3106200024147 3106200022926 3874 
3106200024147 3106200022969 5582 
3106200024147 3106200022888 4253 
3106200024147 3106200022845 6588 
3106200024147 3106200022896 6384 
3106200024147 3106200023183 5739 
3106200024147 3106200023175 7280 
3106200024147 3106200023191 7554 
3106200024147 3106200023167 6646 
3106200024147 3106202695731 5247 
3106200024147 3106200023205 6607 
3106200024147 3106200023108 8458 
3106200024147 3106200023086 7691 
3106200024147 3106200023868 7233 
3106200024147 3106202695448 7578 
3106200024147 3106200023906 8684 
3106200024147 3106200023884 9724 
3106200024147 3106202695774 6649 
3106200024147 3106200023825 6196 
3106200024147 3106200024015 4002 
3106200024147 3106203451658 4526 
3106200024147 3106202695464 6451 
3106200024147 3106200023841 8159 
3106200024147 3106200023914 6543 
3106200024147 3106200023965 9920 
3106200024147 3106200023957 4499 
3106200024147 3106200024171 5799 
3106200024147 3106200555142 10483 
3106200024147 3106202695499 11029 
3106200024147 3106200023434 5931 
3106200024147 3106200023760 5931 
3106200024147 3106200023442 4719 
3106200024147 3106200023736 4529 
3106200024147 3106203286401 5446 
3106200024147 3106200023396 7345 
3106200024147 3106200023337 3475 
3106200024147 3106200023418 5938 
3106200024147 3106200023469 7242 
3106200024147 3106200023361 8001 
3106200024147 3106200023930 8001 
3106200024147 3106209077324 9250 
3106200024147 3106202695472 8959 
3106200024147 3106202695480 5449 
3106200024147 3106200023345 4595 
3106200024147 3106200023450 3391 
3106200024147 3106200023426 7043 
3106200024147 3106200023558 10521 
3106200024147 3106200023531 8784 
3106200024147 3106200023507 8039 
3106200024147 3106200024023 10407 
3106200024147 3106207995369 8883 
3106200024147 3106200024007 8883 
3106200024147 3106200023892 7523 
3106200024147 3106202708310 8636 
3106200024147 3106205618312 10038 
3106200024147 3106200023477 9963 
3106200024147 3106200023485 11059 
3106200024147 3106200023493 10176 
3106200024147 3106200022632 10210 
3106200024147 3106200022624 10744 
3106200024147 3106200022705 12355 
3106200024147 3106200022713 13261 
3106200024147 3106200022659 8155 
3106200024147 3106200022640 8155 
3106200024147 3106200022586 8131 
3106200024147 3106203232271 13373 
3106200024147 3106200022608 13493 
3106200024147 3106200022748 11699 
3106200024147 3106200022756 8366 
3106200024147 3106203015998 7925 
3106200024147 3106203008525 13192 
3106200024147 3106200022543 12870 
3106200024147 3106200022675 7307 
3106200024147 3106200022578 9424 
3106200024147 3106200022616 10776 
3106200024147 3106200023043 11798 
3106200024147 3106200023035 13278 
3106200024147 3106200023132 13467 
3106200024147 3106205432243 10398 
3106200024147 3106200023140 8173 
3106200024147 3106200023094 8891 
3106200024147 3106202820609 10725 
3106200024147 3106204908732 11136 
3106200024147 3106200023159 11072 
3106200024147 3106200023787 12672 
3106200024147 3106200023248 12436 
3106200024147 3106205219175 13080 
3106200024147 3106200023795 11745 
3106200024147 3106200023256 11121 
3106200024147 3106200023264 11295 
3106200024147 3106202695456 12535 
3106200024147 3106205866383 11611 
3106200024147 3106200023728 9092 
3106200024147 3106200023213 10235 
3106200024147 3106200023817 12645 
3106200024147 3106209166718 14207 
3106200024147 3106200023701 15013 
3106200024147 3106200023779 14736 
3106200024147 3106202695421 11489 
3106200024147 3106200023221 10350 
3106200024147 3106200023515 12475 
3106200024147 3106200023744 14982 
3106200024147 3106200023655 16731 
3106200024147 3106209166793 13722 
3106200024147 3106200023671 13404 
3106200024147 3106203411451 13072 
3106200024147 3106200023604 14935 
3106200024147 3106200023639 17250 
3106200024147 3106200023663 16292 
3106200024147 3106200023574 16031 
3106200024147 3106200023647 15079 
3106200024147 3106206368379 14488 
3106200024147 3106200023620 16653 
3106200024147 3106200023698 16072 
3106200024147 3106200023019 13825 
3106200024147 3106200023612 14303 
3106200024147 3106205471532 17250 
3106200024147 3106200023590 13869 
3106200024147 3106203426637 15673 
3106200024120 3106200022772 2717 
3106200024120 3106200023388 2632 
3106200024120 3106200024155 4576 
3106200024120 3106200024139 3832 
3106200024120 3106200024104 967 
3106200024120 3106200024147 2113 
3106200024120 3106200024120 0 
3106200024120 3106202695766 987 
3106200024120 3106207772106 2648 
3106200024120 3106200024163 4735 
3106200024120 3106200024090 4223 
3106200024120 3106203002446 2571 
3106200024120 3106200022950 3810 
3106200024120 3106200023000 4598 
3106200024120 3106200022993 1166 
