#############################################################################
# Project CNPq: Increasing PHC with team sizing
# Author: João Flávio de Freitas Almeida <joao.flavio@dep.ufmg.br>
# LEPOINT: Laboratório de Estudos em Planejamento de Operações Integradas
# Departamento de Engenharia de Produção
# Universidade Federal de Minas Gerais - Escola de Engenharia
#############################################################################
# Health Care Facility Location Problem: Considering fixed facilities,
# choose intermediate facilities according a criteria that improve service
# quality. Consider health care teams.
#############################################################################
# glpsol -m aps.mod -d LS.dat --cuts

#############################################################################
# DADOS REFERENTES AO MUNICIPIO DE: 
# Lagoa Santa 
#############################################################################
data;
# Distance matrix between same-level facilities (for team transfer) 
# {EL[1], L[1]} default 0; # Distance between L1 facilities (min)  
param DL1 := 
313760105000013 313760105000275 2997 
313760105000013 313760105000276 4213 
313760105000013 313760105000277 4386 
313760105000013 313760105000278 4299 
313760105000013 313760105000279 4219 
313760105000013 31376010500028 8157 
313760105000013 313760105000281 6402 
313760105000013 313760105000282 6923 
313760105000013 313760105000283 6596 
313760105000013 313760105000284 3919 
313760105000013 313760105000285 3863 
313760105000013 313760114000002 4872 
313760105000013 313760114000007 4531 
313760105000013 313760114000008 4064 
313760105000013 313760114000009 3266 
313760105000013 31376011400001 6751 
313760105000013 313760115000001 12137 
313760105000013 313760115000002 131 
313760105000013 313760115000003 1023 
313760105000013 313760115000005 10956 
313760105000013 313760115000006 13679 
313760105000013 313760115000007 12154 
313760105000013 313760115000008 12057 
313760105000013 313760115000009 1122 
313760105000013 31376011500001 12981 
313760105000013 313760115000011 12595 
313760105000013 313760115000014 8588 
313760105000013 313760115000015 8613 
313760105000013 313760115000018 1141 
313760105000013 313760115000019 11377 
313760105000013 31376011500002 9305 
313760105000013 313760115000021 9072 
313760105000013 313760115000022 9428 
313760105000013 313760115000023 9292 
313760105000013 313760115000024 9768 
313760105000013 313760115000025 9446 
313760105000013 313760115000026 9622 
313760105000013 313760115000027 10054 
313760105000013 313760115000029 9812 
313760105000013 31376011500003 9668 
313760105000013 313760115000031 10271 
313760105000013 313760115000032 1107 
313760105000013 313760115000033 10767 
313760105000013 313760115000034 8305 
313760105000026 313760105000002 3069 
313760105000026 313760105000003 3614 
313760105000026 313760105000005 3051 
313760105000026 313760105000007 2663 
313760105000026 313760105000008 296 
313760105000026 313760105000009 4258 
313760105000026 31376010500001 3821 
313760105000026 313760105000011 3186 
313760105000026 313760105000012 3663 
313760105000026 313760105000013 3651 
313760105000026 313760105000015 2019 
313760105000026 313760105000016 4068 
313760105000026 31376010500002 796 
313760105000026 313760105000021 583 
313760105000026 313760105000022 378 
313760105000026 313760105000024 253 
313760105000026 313760105000026  
313760105000026 313760105000027 1275 
313760105000026 313760105000028 1103 
313760105000026 313760105000029 166 
313760105000026 31376010500003 2827 
313760105000026 313760105000036 2439 
313760105000026 313760105000037 2617 
313760105000026 313760105000039 4616 
313760105000026 31376010500004 4803 
313760105000026 313760105000043 579 
313760105000026 313760105000045 5174 
313760105000026 313760105000048 8018 
313760105000026 31376010500005 3685 
313760105000026 313760105000058 2543 
313760105000026 313760105000064 6353 
313760105000026 313760105000066 2946 
313760105000026 313760105000067 2716 
313760105000026 313760105000068 3202 
313760105000026 313760105000069 3173 
313760105000026 313760105000071 3707 
313760105000026 313760105000072 2914 
313760105000026 313760105000074 2702 
313760105000026 313760105000075 2958 
313760105000026 313760105000076 3208 
313760105000026 313760105000077 3185 
313760105000026 313760105000078 3848 
313760105000026 31376010500008 3518 
313760105000026 313760105000081 4336 
313760105000026 313760105000082 3759 
313760105000026 313760105000083 3427 
313760105000026 313760105000084 3256 
313760105000026 313760105000085 3045 
313760105000026 313760105000086 2819 
313760105000026 313760105000087 4758 
313760105000026 313760105000088 4848 
313760105000026 313760105000089 4085 
313760105000026 31376010500009 4183 
313760105000026 313760105000091 4043 
313760105000026 313760105000092 4848 
313760105000026 313760105000094 3521 
313760105000026 313760105000095 3149 
313760105000026 313760105000096 2483 
313760105000026 313760105000097 2505 
313760105000026 313760105000098 2403 
313760105000026 313760105000099 191 
313760105000026 313760105000101 4032 
313760105000026 313760105000102 3346 
313760105000026 313760105000103 4004 
313760105000026 313760105000105 4133 
313760105000026 313760105000106 888 
313760105000026 313760105000108 102 
313760105000026 313760105000109 8 
313760105000026 31376010500011 518 
313760105000026 313760105000112 1059 
313760105000026 313760105000114 2783 
313760105000026 313760105000118 1218 
313760105000026 31376010500012 392 
313760105000026 313760105000122 1122 
313760105000026 313760105000123 1277 
313760105000026 313760105000124 761 
313760105000026 313760105000125 788 
313760105000026 313760105000126 2583 
313760105000026 313760105000127 2167 
313760105000026 313760105000128 1779 
313760105000026 313760105000129 1905 
313760105000026 313760105000132 2411 
313760105000026 313760105000133 3093 
313760105000026 313760105000134 2511 
313760105000026 313760105000135 3991 
313760105000026 313760105000136 4517 
313760105000026 313760105000138 5732 
313760105000026 313760105000139 5656 
313760105000026 31376010500014 5435 
313760105000026 313760105000141 5035 
313760105000026 313760105000142 4524 
313760105000026 313760105000144 563 
313760105000026 313760105000145 5966 
313760105000026 313760105000146 8071 
313760105000026 313760105000147 2877 
313760105000026 31376010500015 6461 
313760105000026 313760105000151 6736 
313760105000026 313760105000152 8859 
313760105000026 313760105000161 427 
313760105000026 313760105000162 6022 
313760105000026 313760105000163 6063 
313760105000026 313760105000164 6144 
313760105000026 313760105000165 959 
313760105000026 313760105000166 861 
313760105000026 313760105000167 701 
313760105000026 313760105000168 2317 
313760105000026 313760105000169 2073 
313760105000026 31376010500017 2943 
313760105000026 313760105000171 3063 
313760105000026 313760105000172 3685 
313760105000026 313760105000173 1887 
313760105000026 313760105000174 2463 
313760105000026 313760105000175 2311 
313760105000026 313760105000176 2473 
313760105000026 313760105000177 1911 
313760105000026 313760105000178 1913 
313760105000026 313760105000179 2214 
313760105000026 31376010500018 2121 
313760105000026 313760105000182 6188 
313760105000026 313760105000183 6201 
313760105000026 313760105000184 6376 
313760105000026 313760105000185 6515 
313760105000026 313760105000186 5533 
313760105000026 313760105000187 5338 
313760105000026 313760105000188 3247 
313760105000026 313760105000189 3508 
313760105000026 31376010500019 6832 
313760105000026 313760105000191 6791 
313760105000026 313760105000192 731 
313760105000026 313760105000193 6626 
313760105000026 313760105000194 6512 
313760105000026 313760105000195 5103 
313760105000026 313760105000196 4418 
313760105000026 313760105000198 2828 
313760105000026 313760105000199 3108 
313760105000026 3137601050002 2831 
313760105000026 313760105000201 2998 
313760105000026 313760105000202 3164 
313760105000026 313760105000203 562 
313760105000026 313760105000204 519 
313760105000026 313760105000205 776 
313760105000026 313760105000206 797 
313760105000026 313760105000207 1374 
313760105000026 313760105000208 1259 
313760105000026 313760105000209 6189 
313760105000026 31376010500021 6506 
313760105000026 313760105000211 2559 
313760105000026 313760105000212 2475 
313760105000026 313760105000213 3347 
313760105000026 313760105000214 3115 
313760105000026 313760105000215 2297 
313760105000026 313760105000216 1349 
313760105000026 313760105000217 1666 
313760105000026 313760105000218 1511 
313760105000026 313760105000219 3925 
313760105000026 31376010500022 4746 
313760105000026 313760105000221 4333 
313760105000026 313760105000222 6175 
313760105000026 313760105000223 5915 
313760105000026 313760105000224 5756 
313760105000026 313760105000225 5077 
313760105000026 313760105000226 5099 
313760105000026 313760105000227 5215 
313760105000026 313760105000228 5464 
313760105000026 313760105000229 5405 
313760105000026 31376010500023 2851 
313760105000026 313760105000231 3108 
313760105000026 313760105000232 3301 
313760105000026 313760105000233 463 
313760105000026 313760105000234 583 
313760105000026 313760105000235 691 
313760105000026 313760105000236 183 
313760105000026 313760105000237 1792 
313760105000026 313760105000238 4284 
313760105000026 313760105000239 3374 
313760105000026 31376010500024 4148 
313760105000026 313760105000241 3508 
313760105000026 313760105000242 3024 
313760105000026 313760105000243 2759 
313760105000026 313760105000245 2787 
313760105000026 313760105000246 2959 
313760105000026 313760105000247 29 
313760105000026 313760105000248 2668 
313760105000026 313760105000249 2395 
313760105000026 31376010500025 1502 
313760105000026 313760105000251 1316 
313760105000026 313760105000252 2084 
313760105000026 313760105000253 1929 
313760105000026 313760105000254 4789 
313760105000026 313760105000255 496 
313760105000026 313760105000256 3439 
313760105000026 313760105000257 3664 
313760105000026 313760105000258 3272 
313760105000026 313760105000259 3267 
313760105000026 31376010500026 3587 
313760105000026 313760105000261 3594 
313760105000026 313760105000262 3514 
313760105000026 313760105000263 3155 
313760105000026 313760105000264 728 
313760105000026 313760105000265 1666 
313760105000026 313760105000266 5917 
313760105000026 313760105000267 6125 
313760105000026 313760105000268 5783 
313760105000026 313760105000269 571 
313760105000026 31376010500027 4467 
313760105000026 313760105000271 453 
313760105000026 313760105000272 3523 
313760105000026 313760105000273 3652 
313760105000026 313760105000274 3804 
313760105000026 313760105000275 3802 
313760105000026 313760105000276 38 
313760105000026 313760105000277 4059 
313760105000026 313760105000278 2301 
313760105000026 313760105000279 2082 
313760105000026 31376010500028 8184 
313760105000026 313760105000281 6082 
313760105000026 313760105000282 5217 
313760105000026 313760105000283 4848 
313760105000026 313760105000284 4552 
313760105000026 313760105000285 1858 
313760105000026 313760114000002 7494 
313760105000026 313760114000007 7755 
313760105000026 313760114000008 7238 
313760105000026 313760114000009 6654 
313760105000026 31376011400001 10203 
313760105000026 313760115000001 9375 
313760105000026 313760115000002 10355 
313760105000026 313760115000003 8699 
313760105000026 313760115000005 7957 
313760105000026 313760115000006 1153 
313760105000026 313760115000007 10954 
313760105000026 313760115000008 949 
313760105000026 313760115000009 8615 
313760105000026 31376011500001 10395 
313760105000026 313760115000011 1016 
313760105000026 313760115000014 6995 
313760105000026 313760115000015 6121 
313760105000026 313760115000018 9026 
313760105000026 313760115000019 9361 
313760105000026 31376011500002 7969 
313760105000026 313760115000021 7595 
313760105000026 313760115000022 7848 
313760105000026 313760115000023 7602 
313760105000026 313760115000024 7964 
313760105000026 313760115000025 763 
313760105000026 313760115000026 7808 
313760105000026 313760115000027 8209 
313760105000026 313760115000029 7628 
313760105000026 31376011500003 7157 
313760105000026 313760115000031 7931 
313760105000026 313760115000032 9489 
313760105000026 313760115000033 9007 
313760105000026 313760115000034 6234 
313760105000048 313760105000002 6271 
313760105000048 313760105000003 6439 
313760105000048 313760105000005 5424 
313760105000048 313760105000007 569 
313760105000048 313760105000008 5369 
313760105000048 313760105000009 3971 
313760105000048 31376010500001 4225 
313760105000048 313760105000011 4836 
313760105000048 313760105000012 4359 
313760105000048 313760105000013 4447 
313760105000048 313760105000015 6029 
313760105000048 313760105000016 4822 
313760105000048 31376010500002 7241 
313760105000048 313760105000021 7447 
313760105000048 313760105000022 7682 
313760105000048 313760105000024 10057 
313760105000048 313760105000026 8018 
313760105000048 313760105000027 8889 
313760105000048 313760105000028 8071 
313760105000048 313760105000029 7359 
313760105000048 31376010500003 6668 
313760105000048 313760105000036 7717 
313760105000048 313760105000037 793 
313760105000048 313760105000039 9426 
313760105000048 31376010500004 9729 
313760105000048 313760105000043 9757 
313760105000048 313760105000045 9338 
313760105000048 313760105000048  
313760105000048 31376010500005 10579 
313760105000048 313760105000058 10455 
313760105000048 313760105000064 10084 
313760105000048 313760105000066 7346 
313760105000048 313760105000067 7204 
313760105000048 313760105000068 662 
313760105000048 313760105000069 6746 
313760105000048 313760105000071 5435 
313760105000048 313760105000072 5742 
313760105000048 313760105000074 5487 
313760105000048 313760105000075 521 
313760105000048 313760105000076 4949 
313760105000048 313760105000077 5082 
313760105000048 313760105000078 439 
313760105000048 31376010500008 4649 
313760105000048 313760105000081 3698 
313760105000048 313760105000082 428 
313760105000048 313760105000083 4593 
313760105000048 313760105000084 48 
313760105000048 313760105000085 5014 
313760105000048 313760105000086 5225 
313760105000048 313760105000087 3266 
313760105000048 313760105000088 328 
313760105000048 313760105000089 3957 
313760105000048 31376010500009 3975 
313760105000048 313760105000091 4312 
313760105000048 313760105000092 3945 
313760105000048 313760105000094 4886 
313760105000048 313760105000095 5053 
313760105000048 313760105000096 59 
313760105000048 313760105000097 5652 
313760105000048 313760105000098 5659 
313760105000048 313760105000099 6121 
313760105000048 313760105000101 5195 
313760105000048 313760105000102 6618 
313760105000048 313760105000103 5904 
313760105000048 313760105000105 6642 
313760105000048 313760105000106 7653 
313760105000048 313760105000108 704 
313760105000048 313760105000109 7302 
313760105000048 31376010500011 7777 
313760105000048 313760105000112 8457 
313760105000048 313760105000114 8917 
313760105000048 313760105000118 9117 
313760105000048 31376010500012 8104 
313760105000048 313760105000122 8376 
313760105000048 313760105000123 754 
313760105000048 313760105000124 771 
313760105000048 313760105000125 7473 
313760105000048 313760105000126 6785 
313760105000048 313760105000127 6957 
313760105000048 313760105000128 834 
313760105000048 313760105000129 9298 
313760105000048 313760105000132 7598 
313760105000048 313760105000133 8019 
313760105000048 313760105000134 8528 
313760105000048 313760105000135 9048 
313760105000048 313760105000136 9216 
313760105000048 313760105000138 10149 
313760105000048 313760105000139 9945 
313760105000048 31376010500014 9457 
313760105000048 313760105000141 9353 
313760105000048 313760105000142 8918 
313760105000048 313760105000144 2409 
313760105000048 313760105000145 2818 
313760105000048 313760105000146 3765 
313760105000048 313760105000147 10529 
313760105000048 31376010500015 10009 
313760105000048 313760105000151 104 
313760105000048 313760105000152 11583 
313760105000048 313760105000161 8429 
313760105000048 313760105000162 10002 
313760105000048 313760105000163 10061 
313760105000048 313760105000164 9958 
313760105000048 313760105000165 7171 
313760105000048 313760105000166 8619 
313760105000048 313760105000167 8237 
313760105000048 313760105000168 7103 
313760105000048 313760105000169 7333 
313760105000048 31376010500017 6747 
313760105000048 313760105000171 6397 
313760105000048 313760105000172 11359 
313760105000048 313760105000173 9848 
313760105000048 313760105000174 10424 
313760105000048 313760105000175 7484 
313760105000048 313760105000176 7279 
313760105000048 313760105000177 8985 
313760105000048 313760105000178 9019 
313760105000048 313760105000179 8781 
313760105000048 31376010500018 8907 
313760105000048 313760105000182 10541 
313760105000048 313760105000183 10522 
313760105000048 313760105000184 10232 
313760105000048 313760105000185 10239 
313760105000048 313760105000186 9741 
313760105000048 313760105000187 956 
313760105000048 313760105000188 7577 
313760105000048 313760105000189 7968 
313760105000048 31376010500019 10077 
313760105000048 313760105000191 10082 
313760105000048 313760105000192 10146 
313760105000048 313760105000193 10116 
313760105000048 313760105000194 9925 
313760105000048 313760105000195 7544 
313760105000048 313760105000196 7265 
313760105000048 313760105000198 6188 
313760105000048 313760105000199 5838 
313760105000048 3137601050002 5909 
313760105000048 313760105000201 6115 
313760105000048 313760105000202 6219 
313760105000048 313760105000203 7457 
313760105000048 313760105000204 7554 
313760105000048 313760105000205 8757 
313760105000048 313760105000206 8811 
313760105000048 313760105000207 8843 
313760105000048 313760105000208 8631 
313760105000048 313760105000209 1021 
313760105000048 31376010500021 1054 
313760105000048 313760105000211 5885 
313760105000048 313760105000212 5771 
313760105000048 313760105000213 5691 
313760105000048 313760105000214 5588 
313760105000048 313760105000215 9616 
313760105000048 313760105000216 9024 
313760105000048 313760105000217 8969 
313760105000048 313760105000218 8617 
313760105000048 313760105000219 8145 
313760105000048 31376010500022 8618 
313760105000048 313760105000221 8011 
313760105000048 313760105000222 9287 
313760105000048 313760105000223 9389 
313760105000048 313760105000224 8755 
313760105000048 313760105000225 8176 
313760105000048 313760105000226 8575 
313760105000048 313760105000227 9007 
313760105000048 313760105000228 9071 
313760105000048 313760105000229 8663 
313760105000048 31376010500023 10619 
313760105000048 313760105000231 10957 
313760105000048 313760105000232 9791 
313760105000048 313760105000233 10377 
313760105000048 313760105000234 8025 
313760105000048 313760105000235 8375 
313760105000048 313760105000236 7648 
313760105000048 313760105000237 7917 
313760105000048 313760105000238 4203 
313760105000048 313760105000239 518 
313760105000048 31376010500024 4707 
313760105000048 313760105000241 5272 
313760105000048 313760105000242 7598 
313760105000048 313760105000243 7725 
313760105000048 313760105000245 6012 
313760105000048 313760105000246 7057 
313760105000048 313760105000247 6883 
313760105000048 313760105000248 5352 
313760105000048 313760105000249 5631 
313760105000048 31376010500025 8172 
313760105000048 313760105000251 8131 
313760105000048 313760105000252 8464 
313760105000048 313760105000253 8169 
313760105000048 313760105000254 9228 
313760105000048 313760105000255 9175 
313760105000048 313760105000256 4874 
313760105000048 313760105000257 4668 
313760105000048 313760105000258 7225 
313760105000048 313760105000259 6948 
313760105000048 31376010500026 8489 
313760105000048 313760105000261 8589 
313760105000048 313760105000262 8561 
313760105000048 313760105000263 8782 
313760105000048 313760105000264 6526 
313760105000048 313760105000265 6799 
313760105000048 313760105000266 9578 
313760105000048 313760105000267 9684 
313760105000048 313760105000268 9469 
313760105000048 313760105000269 9381 
313760105000048 31376010500027 3899 
313760105000048 313760105000271 3688 
313760105000048 313760105000272 8914 
313760105000048 313760105000273 9164 
313760105000048 313760105000274 645 
313760105000048 313760105000275 6701 
313760105000048 313760105000276 6942 
313760105000048 313760105000277 6959 
313760105000048 313760105000278 7972 
313760105000048 313760105000279 7984 
313760105000048 31376010500028 9034 
313760105000048 313760105000281 814 
313760105000048 313760105000282 9737 
313760105000048 313760105000283 951 
313760105000048 313760105000284 7336 
313760105000048 313760105000285 8263 
313760105000048 313760114000002 5604 
313760105000048 313760114000007 4053 
313760105000048 313760114000008 4062 
313760105000048 313760114000009 3319 
313760105000048 31376011400001 4381 
313760105000048 313760115000001 15327 
313760105000048 313760115000002 16226 
313760105000048 313760115000003 12368 
313760105000048 313760115000005 14442 
313760105000048 313760115000006 16149 
313760105000048 313760115000007 13738 
313760105000048 313760115000008 15055 
313760105000048 313760115000009 14308 
313760105000048 31376011500001 15947 
313760105000048 313760115000011 15428 
313760105000048 313760115000014 11011 
313760105000048 313760115000015 11813 
313760105000048 313760115000018 1427 
313760105000048 313760115000019 13877 
313760105000048 31376011500002 11377 
313760105000048 313760115000021 11314 
313760105000048 313760115000022 11717 
313760105000048 313760115000023 11701 
313760105000048 313760115000024 12225 
313760105000048 313760115000025 11953 
313760105000048 313760115000026 12106 
313760105000048 313760115000027 12516 
313760105000048 313760115000029 12618 
313760105000048 31376011500003 12785 
313760105000048 313760115000031 13179 
313760105000048 313760115000032 13164 
313760105000048 313760115000033 13072 
313760105000048 313760115000034 11187 
31376010500005 313760105000002 6733 
31376010500005 313760105000003 7297 
31376010500005 313760105000005 6518 
31376010500005 313760105000007 6126 
31376010500005 313760105000008 6367 
31376010500005 313760105000009 7411 
31376010500005 31376010500001 6808 
31376010500005 313760105000011 6039 
31376010500005 313760105000012 6468 
31376010500005 313760105000013 623 
31376010500005 313760105000015 5285 
31376010500005 313760105000016 5818 
31376010500005 31376010500002 4065 
31376010500005 313760105000021 4127 
31376010500005 313760105000022 3761 
31376010500005 313760105000024 1358 
31376010500005 313760105000026 3685 
31376010500005 313760105000027 4201 
31376010500005 313760105000028 4641 
31376010500005 313760105000029 5339 
31376010500005 31376010500003 6511 
31376010500005 313760105000036 6042 
31376010500005 313760105000037 6171 
31376010500005 313760105000039 7863 
31376010500005 31376010500004 7971 
31376010500005 313760105000043 9093 
31376010500005 313760105000045 8516 
31376010500005 313760105000048 10579 
31376010500005 31376010500005  
31376010500005 313760105000058 2199 
31376010500005 313760105000064 9644 
31376010500005 313760105000066 6599 
31376010500005 313760105000067 6385 
31376010500005 313760105000068 6886 
31376010500005 313760105000069 6858 
31376010500005 313760105000071 7285 
31376010500005 313760105000072 6466 
31376010500005 313760105000074 6047 
31376010500005 313760105000075 6244 
31376010500005 313760105000076 6444 
31376010500005 313760105000077 6518 
31376010500005 313760105000078 7064 
31376010500005 31376010500008 672 
31376010500005 313760105000081 7232 
31376010500005 313760105000082 6738 
31376010500005 313760105000083 6362 
31376010500005 313760105000084 6342 
31376010500005 313760105000085 6168 
31376010500005 313760105000086 5939 
31376010500005 313760105000087 7446 
31376010500005 313760105000088 7316 
31376010500005 313760105000089 6759 
31376010500005 31376010500009 6633 
31376010500005 313760105000091 6266 
31376010500005 313760105000092 6737 
31376010500005 313760105000094 5697 
31376010500005 313760105000095 5597 
31376010500005 313760105000096 4744 
31376010500005 313760105000097 5091 
31376010500005 313760105000098 5205 
31376010500005 313760105000099 4913 
31376010500005 313760105000101 5514 
31376010500005 313760105000102 411 
31376010500005 313760105000103 496 
31376010500005 313760105000105 4464 
31376010500005 313760105000106 3366 
31376010500005 313760105000108 4522 
31376010500005 313760105000109 4399 
31376010500005 31376010500011 3493 
31376010500005 313760105000112 267 
31376010500005 313760105000114 1678 
31376010500005 313760105000118 2662 
31376010500005 31376010500012 333 
31376010500005 313760105000122 449 
31376010500005 313760105000123 4952 
31376010500005 313760105000124 4439 
31376010500005 313760105000125 4462 
31376010500005 313760105000126 6268 
